week,day,concept,task,level,confidence,completed,instructions,course
2,3,HTML Tables,Complete the 'Active learning: Creating your first table' exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Active learning: table headers' first exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Active learning: table headers' second exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Active learning: colgroup and col' second exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Active learning: Adding a caption' exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Active learning: Adding table structure' exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Active learning: playing with scope and headers' exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,3,HTML Tables,Complete the 'Structuring planet data' exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
2,4,HTML Forms,Complete the 'Active learning: Implementing our form HTML' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the first-form.html file and update the CONFIDENCE column ,wdx-180
2,4,HTML Forms,Complete the 'Basic form styling' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the first-form-styled.html file and update the CONFIDENCE column,wdx-180
2,4,HTML Forms,Complete the 'Active learning: building a form structure' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the payment-form.html file and update the CONFIDENCE column,wdx-180
2,4,HTML Forms,Complete the 'Test your skills: Form structure' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the form-structure1-download.html file and update the CONFIDENCE column,wdx-180
2,4,HTML Forms,Complete the 'Test_your_skills:_Basic_controls' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the files and update the CONFIDENCE column,wdx-180
2,5,HTML Forms,Complete the 'Test_your_skills:_HTML5_controls' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the files and update the CONFIDENCE column,wdx-180
2,5,HTML Forms,Complete the 'Test your skills: Other controls' challenge,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column / submit the files and update the CONFIDENCE column,wdx-180
2,5,HTML & Accessibility,Complete the 'Lets create a Weblog' exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column. Update the CONFIDENCE column to reflect your confidence level at this point. Paste the URL of your Blog here. ,wdx-180
3,1,Git,Complete the 'Practice time: New Feature List' and commit and push a file 'new-feature-list.md',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column. Add file 'new-feature-list.md' under user/week03/exercises/day01/.,wdx-180
3,1,Git,Complete the 'Learn Git Branching' interactive game,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column.,wdx-180
3,2,CSS,Read 'What is CSS',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,2,CSS,Read 'Getting started with CSS',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,2,CSS,Read 'How CSS is structured',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,2,CSS,Read 'How CSS works',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,2,CSS,Complete the exercise 'Styling a biography page',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day02/styling_a_biography_page/'),wdx-180
3,3,CSS,Read 'CSS Selectors',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,3,CSS,Read 'Type class and ID selectors',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,3,CSS,Read 'Attribute Selectors',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,3,CSS,Read 'Pseudo-classes and Pseudo-elements',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,3,CSS,Read 'Combinators',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,3,CSS,Complete the game 'CSS Diner',Beginner,0,FALSE,Upload your screenshot to the corresponding folder ('/user/week03/exercises/day03/'),wdx-180
3,3,CSS,Complete the exercise 'Test your skills: Selectors',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day03/selectors_tasks/'),wdx-180
3,4,CSS,Read 'Cascade and Inheritance',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,4,CSS,Complete the exercise 'Test your skills: The Cascade',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day04/cascade_tasks/'),wdx-180
3,4,CSS,Read 'The box model',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,4,CSS,Complete the exercise 'Test your skills: The box model',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day04/box_model_tasks/'),wdx-180
3,5,CSS,Read 'Backgrounds and borders',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,5,CSS,Complete the exercise 'Test your skills: Backgrounds and borders',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day05/test_your_skills_backgrounds_and_borders/'),wdx-180
3,5,CSS,Read 'Overflowing content',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,5,CSS,Complete the exercise 'Test your skills: Overflow',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day05/overflow_tasks/'),wdx-180
3,5,CSS,Read 'CSS Values and units',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,5,CSS,Complete the exercise 'Test your skills: Values and units',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day05/values_tasks/'),wdx-180
3,5,CSS,Read 'Sizing items in CSS',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,5,CSS,Complete the exercise 'Test your skills: Sizing',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day05/sizing_tasks/'),wdx-180
3,5,CSS,Read 'Images media and form elements',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,5,CSS,Complete the exercise 'Test your skills: Images and form elements',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/day05/images_tasks/'),wdx-180
3,6,CSS,Read 'Handling different text directions',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
3,6,CSS,Complete the exercise 'Test your skills: Writing modes and logical properties',Beginner,0,FALSE,Upload the required assets to the corresponding folder ('/user/week03/exercises/weekend/writing_modes_tasks/'),wdx-180
4,1,CSS 2 & Performance,Read 'Styling tables',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,1,CSS 2 & Performance,Read 'Debugging CSS',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,1,CSS 2 & Performance,Read 'Organizing your CSS',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,1,CSS 2 & Performance,Complete the 'Recreate Azure HTML Table',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day01/azure_table/ folder,wdx-180
4,1,CSS 2 & Performance,Complete the 'Recreate German HTML Table',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day01/german_table/ folder,wdx-180
4,1,CSS 2 & Performance,Complete the exercise 'Test your skills: Tables',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day01/tables_tasks/ folder,wdx-180
4,1,CSS 2 & Performance,Complete the exercise 'Fundamental CSS comprehension',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day01/fundamental_css_comprehension/ folder,wdx-180
4,1,CSS 2 & Performance,EXTRAS: Complete the exercise 'Creating fancy letterheaded paper',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day01/creating_fancy_letterheaded_paper/ folder,wdx-180
4,1,CSS 2 & Performance,EXTRAS: Complete the exercise 'A cool-looking box',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day01/a_cool_looking_box/ folder,wdx-180
4,2,CSS 2 & Performance: Styling Text,Read 'Fundamental text and font styling',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,2,CSS 2 & Performance: Styling Text,Read 'Styling lists',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,2,CSS 2 & Performance: Styling Text,Read 'Styling links',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,2,CSS 2 & Performance: Styling Text,Read 'Web fonts',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,2,CSS 2 & Performance: Styling Text,Complete the exercise 'Typesetting a community school homepage',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day02/typesetting_a_homepage/ folder,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Read 'Introduction to CSS layout',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Read 'Normal Flow',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Read 'Positioning',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Complete the 'Learn Flexbox' Scrimba tutorial,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Complete the exercise 'Test your skills: Positioning',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day03/position_skills/ folder,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Play 'Flexbox Defense' and take a screenshot named 'flexbox-defense.png' of your progress,Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day03/flexbox_defense/ folder,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Play 'Flexbox Froggy' and take a screenshot named 'flexbox-froggy.png' of your progress,Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day03/flexbox_froggy/ folder,wdx-180
4,3,CSS 2 & Performance: CSS Layout Part 1,Complete the exercise 'Test your skills: Flexbox',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day03/flexbox_skills/ folder,wdx-180
4,4,CSS 2 & Performance: CSS Layout Part 2,Read 'Responsive Design',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,4,CSS 2 & Performance: CSS Layout Part 2,Read 'Beginner's guide to media queries',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,4,CSS 2 & Performance: CSS Layout Part 2,Read 'Legacy layout methods',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,4,CSS 2 & Performance: CSS Layout Part 2,Read 'Supporting older browsers',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,4,CSS 2 & Performance: CSS Layout Part 2,Complete 'Test your skills: Responsive web design and media queries',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day04/rwd_skills/ folder,wdx-180
4,4,CSS 2 & Performance: CSS Layout Part 2,EXTRAS: EXTRAS: Complete the exercise 'Fundamental layout comprehension',Beginner,0,FALSE,Upload the required assets to the user/week04/exercises/day04/fundamental_layout_comprehension/ folder,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Read 'The why of web performance',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Read 'What is web performance?',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Read 'Perceived performance',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Watch 'CSS Preprocessors',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Install the 'Live Sass Compiler' VSCode extension,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Watch the 'Learn Sass In 20 Minutes' video and code along,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
4,5,CSS 2 & Performance: Web Performance & CSS Pre-processors,Complete the exercise with Google Lighthouse,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
5,1,CSS Frameworks: Practice with Form Input fields,Complete the 'Form Input Field' practice challenge,Beginner,0,FALSE,Upload the required assets to the user/week05/exercises/day01/input_fields_practice/ folder,wdx-180
5,2,CSS Frameworks: Flappy App - Day 1,Watch the 'Flappy App reconstruction' and keep notes,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
5,3,CSS Frameworks: Flappy App - Day 2,Recreate the FlappyApp with the help of your notes and the video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
5,4,CSS Frameworks: Flappy App - Day 3,Recreate the FlappyApp without going back to the video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,1,CSS Frameworks & Intro to Programming: Introduction to Tailwind CSS,Watch 'Tailwind in 100 seconds',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,1,CSS Frameworks & Intro to Programming: Introduction to Tailwind CSS,Recreate the example from the 'Tailwind CSS Introduction' video and place it in a folder named 'tailwind_intro',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,1,CSS Frameworks & Intro to Programming: Introduction to Tailwind CSS,Recreate the example from the 'Tailwind CSS - why CSS utility classes save so much time' video and place it in a folder named 'utility_classes',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,2,CSS Frameworks & Intro to Programming: How To Make A Website With Tailwind CSS,Complete the 'Make a Website with Tailwind CSS' challenge and paste the URL of the website at the last column (replacing the instructions),Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,3,CSS Frameworks & Intro to Programming: What is Programming?,Read 'What is programming?',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,3,CSS Frameworks & Intro to Programming: What is Programming?,Watch 'Thinking like a Computer' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,3,CSS Frameworks & Intro to Programming: What is Programming?,Install study-lenses on your machine,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,3,CSS Frameworks & Intro to Programming: What is Programming?,Run study-lenses on the hello-world.js file and explore various lenses,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Read 'JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Read 'Some History',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Read 'Developers',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Read 'The Computer',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Read 'Users',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Read 'Data In Data Out: I/O',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Explore Study Lenses,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,4,CSS Frameworks & Intro to Programming: What is JavaScript?,Practice 'Program Explaining',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,5,CSS Frameworks & Intro to Programming: Predictive Stepping,Watch the 'Predictive Stepping' sessions with Evan Cole,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
6,5,CSS Frameworks & Intro to Programming: Predictive Stepping,Go through the 'Predictive Stepping' material and work on the exercises,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '00-errors' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '01-comments-and-logs' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '02-primitive-values' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '03-operators' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '04-booleans' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '05-strings' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,1,JavaScript Core 1: Just Enough JavaScript - Part 1,Explore the '06-undefined' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
